pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex0,neutral,The senators near the director called the athletes .,The athletes called the senators .,The senators called athletes director does not imply the athletes called the senators .,,,,,,,,,,,,,,
ex1,neutral,The photojournalists by the stylist called the essayist .,The stylist called the photojournalists .,The photojournalists by the stylist does not imply the stylist called the photojournalists .,,,,,,,,,,,,,,
ex2,neutral,The administrators near the singer helped the illustrators .,The illustrators helped the administrators .,The administrators helped illustrators singer does not imply the illustrators helped the administrators .,,,,,,,,,,,,,,
ex3,neutral,The athletes believed the scientist in front of the bankers .,The scientist believed the bankers .,The scientist in front of the bankers does not imply the scientist believed the bankers .,,,,,,,,,,,,,,
ex4,neutral,The planners advised the writers next to the artists .,The writers advised the artists .,The writers next to the artists does not imply the writers advised the artists .,,,,,,,,,,,,,,
ex5,neutral,The sculptor introduced the dancer behind the artist .,The artist introduced the sculptor .,The sculptor introduced the dancer behind the artist does not imply the artist introduced the sculptor .,,,,,,,,,,,,,,
ex6,neutral,The judges near the managers helped the photographer .,The photographer helped the managers .,Just because the judges near the managers helped the photographer does not mean the photographer helped the managers .,,,,,,,,,,,,,,
ex7,neutral,The tourists in front of the author helped the curators .,The author helped the tourists .,The tourists in front of the author does not imply the author helped the tourists .,,,,,,,,,,,,,,
ex8,neutral,The photographers stopped the stylists in front of the pencillers .,The stylists stopped the pencillers .,The stylists in front of the pencillers does not imply the stylists stopped the pencillers .,,,,,,,,,,,,,,
ex9,neutral,The photojournalist thanked the lyricists next to the judges .,The lyricists thanked the photojournalist .,The photojournalist thanked the lyricists is not the same as the lyricists thanked the photojournalist .,,,,,,,,,,,,,,
ex10,neutral,The bankers thanked the students next to the dancers .,The dancers thanked the bankers .,The bankers thanked the students next to the dancers does not imply the dancers thanked the bankers .,,,,,,,,,,,,,,
ex11,neutral,The strategists saw the designers near the administrator .,The designers saw the strategists .,The strategists saw the designers is not the same as the designers saw the strategists .,,,,,,,,,,,,,,
ex12,neutral,The actors next to the senator thanked the authors .,The senator thanked the actors .,The actors next to the senator does not imply the senator thanked the actors .,,,,,,,,,,,,,,
ex13,neutral,The students contacted the scientist in front of the tourists .,The scientist contacted the tourists .,The scientist in front of the tourists does not imply the scientist contacted the tourists .,,,,,,,,,,,,,,
ex14,neutral,The lyricist recommended the singers behind the doctors .,The singers recommended the lyricist .,The lyricist recommended the singers is not the same as the singers recommended the lyricist .,,,,,,,,,,,,,,
ex15,neutral,The strategist recognized the lyricist in front of the designers .,The lyricist recognized the strategist .,The strategist recognized the lyricist is not the same as the lyricist recognized the strategist .,,,,,,,,,,,,,,
ex16,neutral,The sculptor admired the animators in front of the colorists .,The animators admired the sculptor .,The sculptor admired the animators is not the same as the animators admired the sculptor .,,,,,,,,,,,,,,
ex17,neutral,The animators next to the manager stopped the athletes .,The athletes stopped the manager .,Just because the animators next to the manager stopped the athletes does not mean the athletes stopped the manager .,,,,,,,,,,,,,,
ex18,neutral,The colorists near the doctor supported the athlete .,The athlete supported the colorists .,The colorists supported athlete doctor does not imply the athlete supported the colorists .,,,,,,,,,,,,,,
ex19,neutral,The stylists helped the illustrators in front of the artist .,The artist helped the stylists .,The stylists helped the illustrators in front of the artist does not imply the artist helped the stylists .,,,,,,,,,,,,,,
ex20,neutral,The curators recommended the illustrators next to the doctors .,The doctors recommended the curators .,The curators recommended the illustrators next to the doctors does not imply the doctors recommended the curators .,,,,,,,,,,,,,,
ex21,neutral,The architect behind the writer admired the authors .,The authors admired the architect .,The architect admired authors writer does not imply the authors admired the architect .,,,,,,,,,,,,,,
ex22,neutral,The athlete next to the banker saw the administrator .,The administrator saw the banker .,Just because the athlete next to the banker saw the administrator does not mean the administrator saw the banker .,,,,,,,,,,,,,,
