pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex0,neutral,The singers called the scientist in front of the bankers .,The scientist called the singers .,The singers called the scientist is not the same as the scientist called the singers .,,,,,,,,,,,,,,
ex1,neutral,The athlete in front of the photojournalists thanked the strategist .,The strategist thanked the athlete .,The athlete thanked strategist photojournalists does not imply the strategist thanked the athlete .,,,,,,,,,,,,,,
ex2,neutral,The illustrator by the architect believed the stylists .,The stylists believed the illustrator .,The illustrator believed stylists architect does not imply the stylists believed the illustrator .,,,,,,,,,,,,,,
ex3,neutral,The photographer advised the strategist by the actors .,The strategist advised the actors .,The strategist by the actors does not imply the strategist advised the actors .,,,,,,,,,,,,,,
ex4,neutral,The manager by the colorists contacted the dancers .,The dancers contacted the colorists .,Just because the manager by the colorists contacted the dancers does not mean the dancers contacted the colorists .,,,,,,,,,,,,,,
ex5,neutral,The animator by the directors thanked the architect .,The architect thanked the animator .,The animator thanked architect directors does not imply the architect thanked the animator .,,,,,,,,,,,,,,
ex6,neutral,The designer called the sculptors in front of the athlete .,The athlete called the designer .,The designer called the sculptors in front of the athlete does not imply the athlete called the designer .,,,,,,,,,,,,,,
ex7,neutral,The director in front of the scientist admired the tourist .,The tourist admired the director .,The director admired tourist scientist does not imply the tourist admired the director .,,,,,,,,,,,,,,
ex8,neutral,The curator supported the strategists near the sculptors .,The strategists supported the sculptors .,The strategists near the sculptors does not imply the strategists supported the sculptors .,,,,,,,,,,,,,,
ex9,neutral,The officer near the athletes saw the administrators .,The administrators saw the athletes .,Just because the officer near the athletes saw the administrators does not mean the administrators saw the athletes .,,,,,,,,,,,,,,
ex10,neutral,The essayist that the artist saw recommended the stylists .,The stylists recommended the artist .,The artist saw the essayist and the essayist recommended the stylists does not imply the stylists saw the artist .,,,,,,,,,,,,,,
ex11,neutral,The artisan that contacted the stylists admired the athlete .,The athlete admired the artisan .,The artisan admired the athlete does not imply the athlete admired the artisan .,,,,,,,,,,,,,,
ex12,neutral,The managers that the student helped supported the senators .,The student supported the managers .,"The student helped the managers , and the managers supported the senators .",,,,,,,,,,,,,,
ex13,neutral,The therapists saw the administrator that the secretaries admired .,The secretaries saw the therapists .,The therapists saw the administrator and the secretaries admired the administrator does not imply the secretaries saw the therapists .,,,,,,,,,,,,,,
ex14,neutral,The planner who admired the architect advised the baker .,The baker advised the planner .,The planner advised the baker does not imply the baker advised the planner .,,,,,,,,,,,,,,
ex15,neutral,The singers stopped the secretary that the designer recognized .,The secretary stopped the designer .,The singers stopped the secretary and the designer recognized the secretary does not imply the secretary stopped the designer .,,,,,,,,,,,,,,
ex16,neutral,The potters who advised the stylists recognized the curators .,The curators recognized the stylists .,The potters recognized the curators and advised the stylists does not imply the curators recognized the stylists .,,,,,,,,,,,,,,
ex17,neutral,The pencillers believed the artisans who thanked the administrator .,The artisans believed the pencillers .,The pencillers believed the artisans does not imply the artisans believed the pencillers .,,,,,,,,,,,,,,
ex18,neutral,The colorist mentioned the stylist that the athlete recommended .,The athlete mentioned the colorist .,The colorist mentioned the stylist and the athlete recommended the stylist does not imply the athlete mentioned the colorist .,,,,,,,,,,,,,,
ex19,neutral,The artist supported the authors that the senator recognized .,The authors supported the senator .,The artist supported the authors and the senator recognized the authors does not imply the authors supported the senator .,,,,,,,,,,,,,,
ex20,contradiction,The architect was introduced by the dancers .,The architect introduced the dancers .,The architect was introduced by the dancers means the dancers introduced the architect .,,,,,,,,,,,,,,
ex21,contradiction,The presidents were contacted by the stylist .,The presidents contacted the stylist .,The presidents were contacted by the stylist means the stylist contacted the presidents .,,,,,,,,,,,,,,
ex22,contradiction,The officer was stopped by the therapist .,The officer stopped the therapist .,The officer was stopped by the therapist means the therapist stopped the officer .,,,,,,,,,,,,,,
ex23,contradiction,The judge was thanked by the potters .,The judge thanked the potters .,The judge was thanked by the potters means the potters thanked the judge .,,,,,,,,,,,,,,
ex24,contradiction,The animator was supported by the photographers .,The animator supported the photographers .,The animator was supported by the photographers means the photographers supported the animator .,,,,,,,,,,,,,,
ex25,contradiction,The artist was avoided by the illustrators .,The artist avoided the illustrators .,The artist was avoided by the illustrators means the illustrators avoided the artist .,,,,,,,,,,,,,,
