pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex0,neutral,The animator contacted the therapist in front of the actor .,The therapist contacted the actor .,The therapist in front of the actor does not imply the therapist contacted the actor .,,,,,,,,,,,,,,
ex1,neutral,The judges advised the secretary by the students .,The students advised the judges .,The judges advised the secretary by the students does not imply the students advised the judges .,,,,,,,,,,,,,,
ex2,neutral,The scientists believed the officer in front of the singers .,The officer believed the singers .,The officer in front of the singers does not imply the officer believed the singers .,,,,,,,,,,,,,,
ex3,neutral,The doctors in front of the professors introduced the president .,The president introduced the professors .,Just because the doctors in front of the professors introduced the president does not mean the president introduced the professors .,,,,,,,,,,,,,,
ex4,neutral,The directors next to the sculptors recognized the photojournalists .,The photojournalists recognized the sculptors .,Just because the directors next to the sculptors recognized the photojournalists does not mean the photojournalists recognized the sculptors .,,,,,,,,,,,,,,
ex5,neutral,The professor in front of the potter saw the singers .,The potter saw the professor .,The professor in front of the potter does not imply the potter saw the professor .,,,,,,,,,,,,,,
ex6,neutral,The secretary avoided the strategist next to the musicians .,The strategist avoided the musicians .,The strategist next to the musicians does not imply the strategist avoided the musicians .,,,,,,,,,,,,,,
ex7,neutral,The tourists by the authors encouraged the sculptor .,The sculptor encouraged the tourists .,The tourists encouraged sculptor authors does not imply the sculptor encouraged the tourists .,,,,,,,,,,,,,,
ex8,neutral,The athletes next to the scientist introduced the therapists .,The therapists introduced the scientist .,Just because the athletes next to the scientist introduced the therapists does not mean the therapists introduced the scientist .,,,,,,,,,,,,,,
ex9,neutral,The writer next to the banker saw the singers .,The singers saw the banker .,Just because the writer next to the banker saw the singers does not mean the singers saw the banker .,,,,,,,,,,,,,,
