pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex0,neutral,The administrators believed the writers in front of the artists .,The writers believed the artists .,The administrators is not the writers and the writers is not the artists .,,,,,,,,,,,,,,
ex1,neutral,The doctor thanked the dancers by the directors .,The dancers thanked the directors .,The doctor is not the dancers and the dancers is not the directors .,,,,,,,,,,,,,,
ex2,neutral,The curators thanked the photographers next to the bankers .,The photographers thanked the bankers .,The curators is not the photographers and the photographers is not the bankers .,,,,,,,,,,,,,,
ex3,neutral,The lyricists helped the manager in front of the musicians .,The manager helped the lyricists .,The lyricists helped the manager .,,,,,,,,,,,,,,
ex4,neutral,The illustrator by the stylists stopped the director .,The director stopped the stylists .,The illustrator stopped the director .,,,,,,,,,,,,,,
ex5,neutral,The designers near the penciller called the strategist .,The penciller called the designers .,The designers called the strategist .,,,,,,,,,,,,,,
ex6,neutral,The colorist recommended the sculptors in front of the doctor .,The sculptors recommended the doctor .,The colorist is not the sculptors and the sculptors is not the doctor .,,,,,,,,,,,,,,
ex7,neutral,The presidents admired the essayist near the pencillers .,The pencillers admired the presidents .,The presidents is not the pencillers and the essayist is not the presidents .,,,,,,,,,,,,,,
ex8,neutral,The senators introduced the manager in front of the actor .,The manager introduced the actor .,The senators is not the manager and the manager is not the actor .,,,,,,,,,,,,,,
ex9,neutral,The athlete next to the sculptors believed the officers .,The officers believed the sculptors .,The athlete believed the officers .,,,,,,,,,,,,,,
ex10,neutral,The writers in front of the planners admired the manager .,The planners admired the writers .,The writers admired the manager .,,,,,,,,,,,,,,
ex11,neutral,The secretaries recognized the animator next to the colorist .,The animator recognized the colorist .,The secretaries is not the animator and the animator is not the colorist .,,,,,,,,,,,,,,
ex12,neutral,The sculptors introduced the bakers by the therapist .,The bakers introduced the sculptors .,The sculptors introduced the bakers .,,,,,,,,,,,,,,
ex13,neutral,The scientist in front of the sculptors stopped the therapists .,The therapists stopped the sculptors .,The scientist stopped the therapists .,,,,,,,,,,,,,,
ex14,neutral,The artist supported the officers near the dancer .,The officers supported the artist .,The artist supported the officers .,,,,,,,,,,,,,,
ex15,neutral,The animators by the stylists avoided the planner .,The planner avoided the stylists .,The animators avoided the planner .,,,,,,,,,,,,,,
ex16,neutral,The lawyers behind the lyricists supported the directors .,The directors supported the lawyers .,The lawyers supported the directors .,,,,,,,,,,,,,,
ex17,neutral,The illustrators behind the stylist mentioned the designer .,The designer mentioned the illustrators .,The illustrators mentioned the designer .,,,,,,,,,,,,,,
ex18,neutral,The designers next to the sculptor recognized the senator .,The sculptor recognized the designers .,The designers recognized the senator .,,,,,,,,,,,,,,
