pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex0,neutral,The administrators believed the writers in front of the artists .,The writers believed the artists .,The writers in front of the artists does not imply the writers believed the artists .,,,,,,,,,,,,,,
ex1,neutral,The doctor thanked the dancers by the directors .,The dancers thanked the directors .,The dancers by the directors does not imply the dancers thanked the directors .,,,,,,,,,,,,,,
ex2,neutral,The curators thanked the photographers next to the bankers .,The photographers thanked the bankers .,The photographers next to the bankers does not imply the photographers thanked the bankers .,,,,,,,,,,,,,,
ex3,neutral,The lyricists helped the manager in front of the musicians .,The manager helped the lyricists .,The lyricists helped the manager is not the same as the manager helped the lyricists .,,,,,,,,,,,,,,
ex4,neutral,The illustrator by the stylists stopped the director .,The director stopped the stylists .,Just because the illustrator by the stylists stopped the director does not mean the director stopped the stylists .,,,,,,,,,,,,,,
ex5,neutral,The designers near the penciller called the strategist .,The penciller called the designers .,The designers near the penciller does not imply the penciller called the designers .,,,,,,,,,,,,,,
ex6,neutral,The colorist recommended the sculptors in front of the doctor .,The sculptors recommended the doctor .,The sculptors in front of the doctor does not imply the sculptors recommended the doctor .,,,,,,,,,,,,,,
ex7,neutral,The presidents admired the essayist near the pencillers .,The pencillers admired the presidents .,The presidents admired the essayist near the pencillers does not imply the pencillers admired the presidents .,,,,,,,,,,,,,,
ex8,neutral,The senators introduced the manager in front of the actor .,The manager introduced the actor .,The manager in front of the actor does not imply the manager introduced the actor .,,,,,,,,,,,,,,
ex9,neutral,The athlete next to the sculptors believed the officers .,The officers believed the sculptors .,Just because the athlete next to the sculptors believed the officers does not mean the officers believed the sculptors .,,,,,,,,,,,,,,
ex10,neutral,The writers in front of the planners admired the manager .,The planners admired the writers .,The writers in front of the planners does not imply the planners admired the writers .,,,,,,,,,,,,,,
ex11,neutral,The secretaries recognized the animator next to the colorist .,The animator recognized the colorist .,The animator next to the colorist does not imply the animator recognized the colorist .,,,,,,,,,,,,,,
ex12,neutral,The sculptors introduced the bakers by the therapist .,The bakers introduced the sculptors .,The sculptors introduced the bakers is not the same as the bakers introduced the sculptors .,,,,,,,,,,,,,,
ex13,neutral,The scientist in front of the sculptors stopped the therapists .,The therapists stopped the sculptors .,Just because the scientist in front of the sculptors stopped the therapists does not mean the therapists stopped the sculptors .,,,,,,,,,,,,,,
ex14,neutral,The artist supported the officers near the dancer .,The officers supported the artist .,The artist supported the officers is not the same as the officers supported the artist .,,,,,,,,,,,,,,
ex15,neutral,The animators by the stylists avoided the planner .,The planner avoided the stylists .,Just because the animators by the stylists avoided the planner does not mean the planner avoided the stylists .,,,,,,,,,,,,,,
